Facility_uid,Facility_name,Facility_uid,Level,Ownership,Authority,Coordinates,Subcounty_uid,Subcounty_name,District_uid,District_name,Region_uid,Region_name
asOlrY8SqJC,Harona Life Care Center HC II,asOlrY8SqJC,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
sjb5FYttoWw,Hasyule HC II,sjb5FYttoWw,HC II,Government,MOH,"[34.017872,0.315656]",C2MPhjR29Db,Lumino Subcounty,lkuO79O6mRx,Busia District,adZ6T35ve4h,Eastern Region
aXrUjuS60Ob,Hawajin HC II,aXrUjuS60Ob,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
onojMI59QKi,Heal Medical Centre HC II,onojMI59QKi,HC II,Private For Profit,Local Government,,qi6GOznKLly,Ikumba Subcounty,wZrfAgC3WrU,Rubanda District,auJdpeHbeet,Western Region
od8CeDGX0qw,Heal The Nation HC II,od8CeDGX0qw,HC II,Private Not For Profit,,"[31.20731,-0.78712]",YqM3WN8CBFs,Kyalulangira Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
avLyecMdiy4,Healers Clinic HC II,avLyecMdiy4,HC II,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
k8L3VDWuydN,Health Care Centre HC II,k8L3VDWuydN,HC II,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
FMu3EDXv2PI,Health Care Kibuli HC II,FMu3EDXv2PI,HC II,,,"[32.595567,0.311245]",FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
gaUxbsYCoKM,Health Centre (Bul) HC II,gaUxbsYCoKM,HC II,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
z9brEBbYEb7,Health Community Care HC II,z9brEBbYEb7,HC II,,,"[32.565143,0.311037]",zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
U4PSDjSLsi2,Health Initiative Association Uganda,U4PSDjSLsi2,HC II,NGO,CSO,,LdyV4e0vzeu,Buikwe Town Council,x75Yh65MaUa,Buikwe District,VA90IqaI4Ji,Central Region
D2O6Qzf4hl8,Health Initiative for Africa - Uganda,D2O6Qzf4hl8,HC II,NGO,CSO,,LdyV4e0vzeu,Buikwe Town Council,x75Yh65MaUa,Buikwe District,VA90IqaI4Ji,Central Region
AUEXQv8yyQ4,Hellen‰Ûªs Clinic,AUEXQv8yyQ4,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Jwm5lGVgV7r,Helping Hands HC II,Jwm5lGVgV7r,HC II,Government,MOH,,mmzJuWJudcF,Kisozi Subcounty,oyygQ2STBST,Kamuli District,adZ6T35ve4h,Eastern Region
u3SLVGPpWI8,Henrob Family Clinic,u3SLVGPpWI8,Clinic,,,,byvlp3p7dsR,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
aA83SCEbTMx,Herpet Medical Centre Clinic,aA83SCEbTMx,Clinic,Private For Profit,Local Government,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
nq7g7Gc9mlT,Hesacar Medical Centre,nq7g7Gc9mlT,Clinic,,,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Yzrz8PV0MfT,Hezi Clinic,Yzrz8PV0MfT,Clinic,Private For Profit,Local Government,,TMJdZnNOFfa,Katabi Subcounty,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
Y0jyCfRHCCt,High Light Clinic HC II,Y0jyCfRHCCt,HC II,Private For Profit,,,ibNVWLqSB0M,Kakabara Subcounty,a9tQqo1rSj7,Kyegegwa District,auJdpeHbeet,Western Region
D76MlGzidHn,Hiima Disp. HC III,D76MlGzidHn,HC III,Government,MOH,"[30.18073297,0.30272471]",fDUCgOeUSZ3,Hima Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
a2qHaeZjibn,Hiima Iaa (Uci) HC IV,a2qHaeZjibn,HC IV,Private For Profit,,"[30.18207,0.300080]",fDUCgOeUSZ3,Hima Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
wDc2mVZMUkP,Hilton Clinic HC II,wDc2mVZMUkP,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
FAjgEVpPiLO,Hima Star Clinic,FAjgEVpPiLO,Clinic,Private For Profit,,"[30.17907,0.29593]",fDUCgOeUSZ3,Hima Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
Hm7ehU40TCs,"His Grace Clinic, Kisaasi",Hm7ehU40TCs,HC II,Private For Profit,Local Government,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
SEswQRK6aLa,His Grace Doctors Clinic-NR,SEswQRK6aLa,,,,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
R7L9XqOgfFV,Hoima Blood Collection and Distribution Centre,R7L9XqOgfFV,Clinic,Government,MOH,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
kqVRMn6foha,Hoima Chambers CLINIC,kqVRMn6foha,Clinic,Private For Profit,,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
aWIgSZ4D5jT,Hoima Ddhs's Clinic HC II GOVT,aWIgSZ4D5jT,HC II,Government,MOH,"[31.34763,1.429540]",KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
eNdeo1hGdns,Hoima Doctor'S Clinic HC II PHP,eNdeo1hGdns,HC II,Private For Profit,,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
x3C1spYuSLm,Hoima Islamic Hc HC III,x3C1spYuSLm,HC III,Private Not For Profit,UMMB,"[31.34763,1.42954]",KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
aIrsyXBMdfU,Hoima Medical Clinic HC II,aIrsyXBMdfU,HC II,Private For Profit,,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
byL7E1cBKaM,Hoima Parents Clinic HC II,byL7E1cBKaM,HC II,Private For Profit,,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
o7OluoErEud,Hoima Police Clinic HC II PHP,o7OluoErEud,HC II,Private For Profit,Police,"[31.35221,1.42938]",KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
eLuNrVHaqr2,Hoima Prisons Clinic,eLuNrVHaqr2,Clinic,,Prisons,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
V2ylFCAVj0U,Hoima REGIONAL REF HOSPITAL,V2ylFCAVj0U,RR Hospital,Government,MOH,"[31.354685,1.430788]",KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
WGJ96MmAGbM,Holistic Care Clinic (Buzenga) HC II,WGJ96MmAGbM,HC II,Private For Profit,Local Government,,PQEJbD9Vybo,Ryeru Subcounty,fS71jg1WYPk,Rubirizi District,auJdpeHbeet,Western Region
Ihcun2BgOuC,Holistic Care Clinic (Ndekye) HC II,Ihcun2BgOuC,HC II,Private For Profit,Local Government,,PQEJbD9Vybo,Ryeru Subcounty,fS71jg1WYPk,Rubirizi District,auJdpeHbeet,Western Region
iPA7sBTJv15,Holistic Medicare Clinic HC II,iPA7sBTJv15,HC II,,,,jkd1XWIp0ZR,Sanga Town Council,qf9xWZu7Dq8,Kiruhura District,auJdpeHbeet,Western Region
HNMrtobhini,Holy Family Naluggi HC II,HNMrtobhini,HC II,Private Not For Profit,UCMB,"[31.92966,0.60275]",tkgsqoGYcYi,Bulera Subcounty,Q7PaNIbyZII,Mityana District,VA90IqaI4Ji,Central Region
aMldu85cKyD,Holy Innocents Children's HOSPITAL,aMldu85cKyD,General Hospital,Private Not For Profit,UCMB,"[30.64705,-0.62332]",QnyFjJrR0jW,Nyamitanga Division,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
TnIUAczx1Hq,Holy Innocents Health Centre,TnIUAczx1Hq,Clinic,Private For Profit,Local Government,,KPGI2KIVJYC,Kolir Subcounty,tdZbtg9sZkO,Bukedea District,adZ6T35ve4h,Eastern Region
QftB8ySeX13,Home Care Medical Centre HC II,QftB8ySeX13,HC II,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
MEKywHcm0d7,Home Medical Centre,MEKywHcm0d7,HC II,Private For Profit,Local Government,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
dQ4qkUIJrni,Home Medical Clinic HC II-NR,dQ4qkUIJrni,,,,,QMYSsdVCuem,Wairasa Subcounty,mv4gKtY0qW8,Mayuge District,adZ6T35ve4h,Eastern Region
DhNuDYxr5Mo,Home of Nazareth Clinic HC II,DhNuDYxr5Mo,HC II,Private For Profit,Local Government,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Quv7nORX6r7,Homeland Clinic,Quv7nORX6r7,Clinic,Private For Profit,Local Government,,MCcHPIPGtCo,Bukiro Subcounty,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
S8UiFvDTK0Z,Homeland Medical Centre HC II,S8UiFvDTK0Z,HC II,Private Not For Profit,,,eYw6xfpMCpt,Wobulenzi Town Council,tr9XWtYsL5P,Luwero District,VA90IqaI4Ji,Central Region
h602QgH7mDD,Homelight Clinic HC II,h602QgH7mDD,HC II,Private For Profit,,,ibNVWLqSB0M,Kakabara Subcounty,a9tQqo1rSj7,Kyegegwa District,auJdpeHbeet,Western Region
NQtXWDiaP1z,Homely Medical Center Clinic,NQtXWDiaP1z,Clinic,Private For Profit,,,BUWL20wfAHB,Kamukuzi Division,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
Exe9nQQcuQo,Hope & Faith Medical Clinic HC II,Exe9nQQcuQo,HC II,Private For Profit,,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
aLF9fK0AtT7,Hope Again Medical Centre HC III,aLF9fK0AtT7,HC III,Private For Profit,Local Government,"[30.57903,0.64479]",uig2M5cny1H,Butiiti Subcounty,O9MoQcpZ4uA,Kyenjojo District,auJdpeHbeet,Western Region
jIRejVWync3,Hope And Care Health Clinic HC II,jIRejVWync3,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
a6ldT410Mai,Hope Clinic HC II,a6ldT410Mai,HC II,,,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
aV3CnANz2Hn,Hope Clinic Kibuye,aV3CnANz2Hn,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Ap53MmxflW6,Hope Clinic Lukuli HC II,Ap53MmxflW6,HC II,Private Not For Profit,UPMB,"[32.60038,0.27986]",FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
CN9SkOI2hGi,Hope Clinic Namakwenkwe,CN9SkOI2hGi,Clinic,,,,OltIU5j6TaY,Mbale Northern Division,yuo5ielNL7W,Mbale District,adZ6T35ve4h,Eastern Region
aksBs5cOAWx,Hope Clinic- Buziga HC II,aksBs5cOAWx,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
a99y45tTVxa,Hope Clinic- Mutungo HC II,a99y45tTVxa,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
HzJfLHeAssW,Hope Community Health Centre HC II,HzJfLHeAssW,HC II,Private For Profit,,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
lTETHMCBTwk,Hope Day Care Clinic HC II,lTETHMCBTwk,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
CABCQ9KbPU7,Hope Family Care HC II,CABCQ9KbPU7,HC II,,,"[32.631597,0.329836]",kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
GK43NPcpLvc,Hope Health Care HC II,GK43NPcpLvc,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
yP6WiIyFAj7,Hope Medical Centre HC II NGO,yP6WiIyFAj7,HC II,Private Not For Profit,,"[30.25646,-0.63541]",PhCq4x6L2o1,Bugongi Town Council,xAJgEKKAeRA,Sheema District,auJdpeHbeet,Western Region
FJQvpVMUJlA,Hope Medical Centre II,FJQvpVMUJlA,HC II,Private For Profit,Local Government,,qiewZJ2PhvP,Bukiende Subcounty,yuo5ielNL7W,Mbale District,adZ6T35ve4h,Eastern Region
I0rDL2kfgk1,Hope Medical Clinic HC II,I0rDL2kfgk1,HC II,,,"[32.606944,0.308205]",FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
jODH51otCPk,Hope Nursing Clinic HC II,jODH51otCPk,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
aSEWi1QphKs,Hope Uganda Ltd HC IINR,aSEWi1QphKs,,,,"[32.564152,0.32444]",zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
jzliOkvAgyM,Horizone Medical Center HC II,jzliOkvAgyM,HC II,Private For Profit,Local Government,,Lg96gQU7KFN,Loro Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
SBdOpwhkd9j,Hosana CLINIC,SBdOpwhkd9j,Clinic,Private For Profit,,,k7Wgi7O0JdY,Kakoba Division,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
DuStC8e98ns,Hosanna HC II,DuStC8e98ns,HC II,Private For Profit,Local Government,"[32.521524,0.314146]",oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
dKiSvvcLbD7,Hospice Africa Uganda CLINIC,dKiSvvcLbD7,Clinic,Private Not For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
FNaZtBBD1j1,Hossana Medical Centre HC II,FNaZtBBD1j1,HC II,Private For Profit,Local Government,,zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Dw8Zb3jjOCU,Hoswe & Macgeorge HC IINR,Dw8Zb3jjOCU,,,,,zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
KAHhFqoh35u,House Of Hope Clinic HC II,KAHhFqoh35u,HC II,,,"[32.6268863916049,0.253131432763115]",FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
a4qvKbfSybp,Hukeseho HC III,a4qvKbfSybp,HC III,Private Not For Profit,,,BNyMSSfYf4F,Buyinja Subcounty,Ut0ysYGEipO,Namayingo District,adZ6T35ve4h,Eastern Region
mNK5bkqmXZc,Humura Clinic HC II,mNK5bkqmXZc,HC II,Private For Profit,Local Government,,L91J9E1sJbc,Rubirizi Town Council,fS71jg1WYPk,Rubirizi District,auJdpeHbeet,Western Region
HVXRwC8yC07,Hunter Foundation HC,HVXRwC8yC07,General Hospital,Private For Profit,CSO,"[30.28716,-0.55523]",WKSICXIHQfF,Kyeizooba Subcounty,It5UGwdHAPF,Bushenyi District,auJdpeHbeet,Western Region
IXkEwsBHDUf,Huntex Medical Centre CLINIC-NR,IXkEwsBHDUf,,,,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
B9maD3ejwcH,IAA Jinja Clinic-NR,B9maD3ejwcH,,,,,dIryCQvB5SO,Jinja Central Division,aJR2ZxSH7g4,Jinja District,adZ6T35ve4h,Eastern Region
v1CGz0UUI4x,Ibaale HC II,v1CGz0UUI4x,HC II,Government,MOH,"[30.30406,0.62132]",kkYXfP8JNL2,Busoro Subcounty,m77oR1YJESj,Kabarole District,auJdpeHbeet,Western Region
n1UMkPo5vzH,Ibakwe HC II,n1UMkPo5vzH,HC II,Private Not For Profit,,"[31.74123,3.53986]",bzz1pfLJqsG,Itula Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
dg5bqjOfDIN,Ibanda Afya Clinic,dg5bqjOfDIN,Clinic,Private For Profit,Local Government,,eTbQFH93KnL,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
q3cvAMruPi4,Ibanda Bihanga HC II,q3cvAMruPi4,HC II,Government,MOH,"[30.57051,0.076239]",rR2AOks4tG6,Nyamarebe Subcounty,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
WbjNyLLRjMh,Ibanda Bugarama HC II GOVT,WbjNyLLRjMh,HC II,Government,MOH,"[30.500568,-0.03883]",WzfWcG6I4e6,Bisheshe Subcounty,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
BqgV00bzutC,Ibanda Central Clinic,BqgV00bzutC,Clinic,Private For Profit,Local Government,,eTbQFH93KnL,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
aa3qtAlY2S4,Ibanda Clinic  NR,aa3qtAlY2S4,Clinic,Private For Profit,Local Government,,eTbQFH93KnL,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
ahn03jwJwRI,Ibanda HOSPITAL,ahn03jwJwRI,General Hospital,Private Not For Profit,UCMB,"[30.44786,-0.13048]",eTbQFH93KnL,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
RvX1vKSd2yY,Ibanda Kakinga HC II GOVT,RvX1vKSd2yY,HC II,Government,MOH,"[30.51680,0.05802]",ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
K9qEaNQI86x,Ibanda Karangara HC II GOVT,K9qEaNQI86x,HC II,Government,MOH,"[30.52490,-0.0511]",WzfWcG6I4e6,Bisheshe Subcounty,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
ZAdoLtie2uP,Ibanda Medical   CLINIC  -NR,ZAdoLtie2uP,Clinic,Private For Profit,Local Government,,eTbQFH93KnL,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
OoKSJdwte5f,Ibanda Mission HC III,OoKSJdwte5f,HC III,Private Not For Profit,UPMB,"[30.48425,-0.13670]",eTbQFH93KnL,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,auJdpeHbeet,Western Region
WEpgMqGjKtp,Ibibiaworo HC II (Closed),WEpgMqGjKtp,,,,"[31.915002,3.417736]",AbV5pHHSFTU,Dzaipi Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
ZxrAPP6eP96,Iboa HC II,ZxrAPP6eP96,HC II,Government,MOH,"[31.50772,3.40713]",bzz1pfLJqsG,Itula Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
nEI3FbRXWru,Ibrahim Clinic HC II,nEI3FbRXWru,HC II,Private For Profit,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
RJ0MvKuvMtv,Ibuga Prison HC II,RJ0MvKuvMtv,HC II,,Prisons,"[30.251001,0.329067]",DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
q4GStVhMP0Z,Ibuga Refugees HC II,q4GStVhMP0Z,HC II,Government,MOH,"[30.24032,0.32859]",DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
YuUpqfwLsis,Ibugwe HC II,YuUpqfwLsis,HC II,Government,MOH,"[30.08573,-1.1766]",anYY2nbOTA5,Rwamucucu Subcounty,zBIpPzKYFLp,Kabale District,auJdpeHbeet,Western Region
M8mSJi1Qcah,Ibuje HC III,M8mSJi1Qcah,HC III,Government,MOH,"[32.37804,1.90068]",FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
kiuNceUg1Zo,Ibulanku Community Health Centre HC III,kiuNceUg1Zo,HC III,NGO,,"[33.5936,0.59936]",atuGUiyfDCY,Ibulanku Subcounty,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
PtwSvLOzWkU,Ibumba HC II,PtwSvLOzWkU,HC II,Government,MOH,"[30.08624,-1.19439]",anYY2nbOTA5,Rwamucucu Subcounty,zBIpPzKYFLp,Kabale District,auJdpeHbeet,Western Region
WTjTs5zFR6f,Iceme Gvt HC II,WTjTs5zFR6f,HC II,Government,MOH,"[32.6243,2.4344]",hNRHAcDywTL,Iceme Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
OYENvTcFrXW,Iceme Ngo HC III,OYENvTcFrXW,HC III,Private Not For Profit,UCMB,"[32.57875,2.4672]",hNRHAcDywTL,Iceme Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
vrtsBgFPjG7,Idinda HC II,vrtsBgFPjG7,HC II,Government,MOH,"[33.59217,0.78561]",az05GsgiKFF,Namalemba Subcounty,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
EKPCmrHaBSg,Iganga HOSPITAL,EKPCmrHaBSg,General Hospital,Government,MOH,"[33.48449,0.61649]",TW0y96F73kX,Iganga Central Division,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
aElqyBOYxsd,Iganga Islamic Medical Center HC III,aElqyBOYxsd,HC III,Private Not For Profit,UMMB,"[33.47537,0.61222]",TW0y96F73kX,Iganga Central Division,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
kUonlvZyTBd,Iganga Nkombe HC II GOVT,kUonlvZyTBd,HC II,Government,MOH,"[33.65204,0.68805]",OKDIaS83FAi,Buyanga Subcounty,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
HfrkUP3pD0k,Iganga Prisons HC II,HfrkUP3pD0k,HC II,,Prisons,"[33.48094,0.60616]",TW0y96F73kX,Iganga Central Division,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
sTPzvbPlhlu,Iganga Reproductive Health HC II NGO,sTPzvbPlhlu,HC II,Private Not For Profit,RHU,"[33.48148,0.61765]",HzudJ19fruU,Iganga Northern Division,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
u2Wd4xSFNU8,Iganga Road-NR,u2Wd4xSFNU8,,,,,dIryCQvB5SO,Jinja Central Division,aJR2ZxSH7g4,Jinja District,adZ6T35ve4h,Eastern Region
M6qnxgpeCA4,Iganga Town Council HC III,M6qnxgpeCA4,HC III,Government,MOH,"[33.47954,0.61598]",HzudJ19fruU,Iganga Northern Division,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
Osw7UTwSksE,Igara Tea Factory HC II,Osw7UTwSksE,HC II,Private Not For Profit,CSO,"[30.10802,-0.47563]",smtpWtgMApq,Kyamuhunga Subcounty,It5UGwdHAPF,Bushenyi District,auJdpeHbeet,Western Region
QP3xbv4C32B,Igayaza HC II,QP3xbv4C32B,HC II,Government,Local Government,"[31.156135256,0.942532688]",OZTaLjgTD2w,Birembo Subcounty,Lnewt3iIJaK,Kakumiro District,auJdpeHbeet,Western Region
By2MpYVigct,Igerera HC II,By2MpYVigct,HC II,Government,MOH,,aqumUYpc1O3,Namutumba Subcounty,esIUe2tQAtL,Namutumba District,adZ6T35ve4h,Eastern Region
PP7yUJOjWsV,Igombe HC III,PP7yUJOjWsV,HC III,Government,MOH,"[33.58534,0.547570]",sAOvU6xz6rg,Igombe Subcounty,oNxpMjveyZt,Iganga District,adZ6T35ve4h,Eastern Region
eZdylF85ML9,Ihado HC II,eZdylF85ML9,HC II,Private Not For Profit,Local Government,"[31.374508,1.114475]",ifsoB4c1lK3,Kisiita Subcounty,Lnewt3iIJaK,Kakumiro District,auJdpeHbeet,Western Region
q4C8iOvwk7A,Ihandiro HC III,q4C8iOvwk7A,HC III,Government,MOH,"[29.777822,0.055679]",txhaIBaEbrA,Ihandiro Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
En3XPANSpY4,Ihunga HC II (Mbarara),En3XPANSpY4,HC II,Government,MOH,"[30.46771,-0.69613]",aBJcRBYVnCc,Rugando Subcounty,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
nFTXDkbx41Q,Ihunga HC II NGO,nFTXDkbx41Q,HC II,NGO,Local Government,,xMnKacdHGIz,Mahyoro Subcounty,uCVQXAdKqL9,Kamwenge District,auJdpeHbeet,Western Region
tEz9A6zfTvN,Ikaali HC II,tEz9A6zfTvN,HC II,Government,MOH,,fISqLilkoLm,Sisuni Subcounty,JIZDvNlIhXS,Manafwa District,adZ6T35ve4h,Eastern Region
HEnvHqA8JB6,Ikamiro Gvt HC II,HEnvHqA8JB6,HC II,Government,MOH,"[29.83808,-1.24669]",afMspJFqzy0,Muko Subcounty,wZrfAgC3WrU,Rubanda District,auJdpeHbeet,Western Region
rxnRNKvVVX1,Ikamiro HC II,rxnRNKvVVX1,HC II,Government,MOH,"[29.72869,-1.16839]",F1OvU15f7z0,Bukimbiri Subcounty,aPhSZRinfbg,Kisoro District,auJdpeHbeet,Western Region
nYVXdRkY7pd,Ikamiro Ngo HC II,nYVXdRkY7pd,HC II,Private Not For Profit,UPMB,"[29.9805,-1.14188]",afMspJFqzy0,Muko Subcounty,wZrfAgC3WrU,Rubanda District,auJdpeHbeet,Western Region
JScVS55awQr,Ikan Medical Center HC II,JScVS55awQr,HC II,Private For Profit,Local Government,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
aO7oxwS5BKX,Iki-Iki Dispensary HC II,aO7oxwS5BKX,HC II,Private Not For Profit,CSO,"[34.01205,1.10428]",rs5gMlaHAKN,Iki-Iki Subcounty,kb7iUQISRlx,Budaka District,adZ6T35ve4h,Eastern Region
cqonmIvPuVM,Iki-Iki HC III,cqonmIvPuVM,HC III,Government,MOH,"[34.00364,1.10369]",rs5gMlaHAKN,Iki-Iki Subcounty,kb7iUQISRlx,Budaka District,adZ6T35ve4h,Eastern Region
